episode,total_reward,actor_loss,critic_loss,stage
1,9985.138351602445,-56.00019454956055,293.0208740234375,easy
2,9987.621502311313,-173.02635192871094,139.00259399414062,easy
3,9987.698885576632,-266.3891296386719,6.6635284423828125,easy
4,9987.691342788261,-364.06109619140625,12.160772323608398,easy
5,9987.594855101977,-450.5392150878906,1306.678466796875,easy
6,9987.775102514015,-537.8008422851562,29.318531036376953,easy
7,9987.69205204907,-624.594482421875,185.0411834716797,easy
