scenario_id,agent_id,complexity,offload_choice,layer,battery_consumption,latency_ms,overload_prob,success,cpu_usage,bw_0,bw_1,bw_2
47,2,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
47,3,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
47,4,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
48,0,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
48,1,medium,1,Edge,0.034499999999999996,42.0,0.15,1.0,0.3,0.6,0.2,0.2
48,2,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
48,3,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
48,4,medium,1,Edge,0.034499999999999996,42.0,0.15,1.0,0.3,0.6,0.2,0.2
49,0,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
49,1,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
49,2,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
49,3,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
49,4,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
50,0,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
50,1,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
50,2,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
50,3,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
50,4,hard,4,Reject,0.013500000000000002,0.0,0.0,0.0,0.7,0.6,0.2,0.2
51,0,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
51,1,medium,1,Edge,0.034499999999999996,42.0,0.15,1.0,0.3,0.6,0.2,0.2
51,2,medium,1,Edge,0.034499999999999996,42.0,0.15,1.0,0.3,0.6,0.2,0.2
51,3,medium,1,Edge,0.034499999999999996,42.0,0.15,1.0,0.3,0.6,0.2,0.2
51,4,medium,1,Edge,0.034499999999999996,42.0,0.15,1.0,0.3,0.6,0.2,0.2
52,0,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
52,1,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
52,2,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
52,3,medium,1,Edge,0.034499999999999996,42.0,0.15,1.0,0.3,0.6,0.2,0.2
52,4,medium,2,Fog,0.046,70.0,0.15,1.0,0.3,0.6,0.2,0.2
53,0,hard,2,Fog,0.046,105.0,0.3,1.0,0.3,0.6,0.2,0.2
53,1,hard,1,Edge,0.034499999999999996,62.99999999999999,0.3,1.0,0.3,0.6,0.2,0.2
53,2,hard,2,Fog,0.046,105.0,0.3,1.0,0.3,0.6,0.2,0.2
53,3,hard,2,Fog,0.046,105.0,0.3,1.0,0.3,0.6,0.2,0.2
53,4,hard,2,Fog,0.046,105.0,0.3,1.0,0.3,0.6,0.2,0.2
54,0,hard,2,Fog,0.046,105.0,0.3,1.0,0.3,0.6,0.2,0.2
54,1,hard,1,Edge,0.034499999999999996,62.99999999999999,0.3,1.0,0.3,0.6,0.2,0.2
54,2,hard,1,Edge,0.034499999999999996,62.99999999999999,0.3,1.0,0.3,0.6,0.2,0.2
54,3,hard,1,Edge,0.034499999999999996,62.99999999999999,0.3,1.0,0.3,0.6,0.2,0.2
54,4,hard,2,Fog,0.046,105.0,0.3,1.0,0.3,0.6,0.2,0.2
55,0,hard,4,Reject,0.013500000000000002,0.0,0.0,0.0,0.7,0.6,0.2,0.2
55,1,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
55,2,hard,1,Edge,0.0405,62.99999999999999,0.3,1.0,0.7,0.6,0.2,0.2
55,3,hard,2,Fog,0.054000000000000006,105.0,0.3,1.0,0.7,0.6,0.2,0.2
55,4,hard,1,Edge,0.0405,62.99999999999999,0.3,1.0,0.7,0.6,0.2,0.2
56,0,easy,2,Fog,0.046,49.0,0.05,1.0,0.3,0.6,0.2,0.2
56,1,easy,1,Edge,0.034499999999999996,29.4,0.05,1.0,0.3,0.6,0.2,0.2
56,2,easy,2,Fog,0.046,49.0,0.05,1.0,0.3,0.6,0.2,0.2
56,3,easy,1,Edge,0.034499999999999996,29.4,0.05,1.0,0.3,0.6,0.2,0.2
56,4,easy,1,Edge,0.034499999999999996,29.4,0.05,1.0,0.3,0.6,0.2,0.2
