scenario_id,agent_id,complexity,offload_choice,layer,battery_consumption,latency_ms,overload_prob,success,cpu_usage,bw_0,bw_1,bw_2
13,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
13,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
13,3,easy,0,Local,0.0625,7.0,0.07500000000000001,1.0,0.5,0.33,0.33,0.34
13,4,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
14,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
14,1,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
14,2,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
14,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
14,4,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
15,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
15,1,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
15,2,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
15,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
15,4,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
16,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
16,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
16,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
16,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
16,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
17,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
17,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
17,2,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
17,3,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
17,4,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
18,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
18,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
18,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
18,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
18,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
19,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
19,1,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
19,2,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
19,3,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
19,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
20,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
20,1,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
20,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
20,3,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
20,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
21,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
21,1,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
21,2,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
21,3,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
21,4,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
22,0,hard,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
22,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
22,2,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
22,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
22,4,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
23,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
23,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
23,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
23,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
23,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
24,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
24,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
24,2,easy,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
24,3,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
24,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
25,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
25,1,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
25,2,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
25,3,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
25,4,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
26,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
26,1,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
26,2,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
26,3,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
26,4,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
27,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
27,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
27,2,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
27,3,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
27,4,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
28,0,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
28,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
28,2,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
28,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
28,4,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
29,0,hard,0,Local,0.0625,15.0,0.44999999999999996,1.0,0.5,0.33,0.33,0.34
29,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
29,2,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
29,3,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
29,4,hard,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
30,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
30,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
30,2,easy,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
30,3,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
30,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
31,0,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
31,1,hard,1,Edge,0.0375,75.14999999999999,0.3,1.0,0.5,0.33,0.33,0.34
31,2,hard,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
31,3,hard,2,Fog,0.05,125.25,0.3,1.0,0.5,0.33,0.33,0.34
31,4,hard,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
32,0,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
32,1,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
32,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
32,3,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
32,4,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
33,0,easy,1,Edge,0.0375,35.07,0.05,1.0,0.5,0.33,0.33,0.34
33,1,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
33,2,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
33,3,easy,2,Fog,0.05,58.449999999999996,0.05,1.0,0.5,0.33,0.33,0.34
33,4,easy,4,Reject,0.0125,0.0,0.0,0.0,0.5,0.33,0.33,0.34
34,0,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
34,1,medium,2,Fog,0.05,83.5,0.15,1.0,0.5,0.33,0.33,0.34
34,2,medium,1,Edge,0.0375,50.099999999999994,0.15,1.0,0.5,0.33,0.33,0.34
