Episode,Utility,Latency,Energy
131,475053.4573643124,0.01907818025150356,6750.003418020327
132,1589037.8340897777,0.13254976728741016,6750.003906633063
133,1152242.9817508578,0.07147210496861559,6750.003906452678
134,638866.5280720433,0.013647581293707496,6750.003906282846
135,892827.6376959182,0.04099963999046175,6750.003906363099
136,942104.1665238029,0.044984579333758073,6750.00390637432
137,1259897.223168049,0.07827757183332214,6750.00439475247
138,516735.03868387104,0.022747801720197195,6750.003418031308
139,1530152.3534681378,0.05405445326559343,6750.004882956644
140,1779770.3159096316,0.08058277367141967,6750.004883034157
141,1297821.766812692,0.05820526752018718,6750.004394691052
142,878563.8396469826,0.045782819675074776,6750.003906377468
143,1420229.3411621007,0.07194101861904374,6750.004394731095
144,1583587.596644732,0.07282286339403467,6750.004883013153
145,895120.4652215758,0.05703651308867628,6750.003662270804
146,1074212.8329650166,0.06166121824586384,6750.003906423403
147,1023427.6819248613,0.051407250160604455,6750.003906392669
148,703673.6935644733,0.04049780459304596,6750.003906363578
149,1339574.4498673438,0.08897255384368745,6750.004150643341
150,966740.1198815104,0.04284179895045714,6750.0041505078825
151,732413.4643665133,0.015375646954677654,6750.004150427447
152,1541968.4117280468,0.06589539386261958,6750.0048829928255
153,1125764.5157043145,0.10554423255822197,6750.003418274811
154,728484.2426965876,0.04205499241045759,6750.003662227573
155,1059222.2056768269,0.09655883619690368,6750.003418248796
156,799227.6694527467,0.04110840673655158,6750.003662223877
157,631157.1138946951,0.012561954276455956,6750.003906279679
158,1356109.3746742483,0.04946519889077361,6750.004638804204
159,499772.13094157894,0.02763995932644035,6750.003418046092
160,1629543.6032503312,0.07726529928683044,6750.004883025953
161,995953.1712613968,0.04973520674249487,6750.003906388583
162,1513401.7342807492,0.0556281638942712,6750.004882961341
163,255785.02914237944,0.011317141995805914,6750.003417999824
164,1893004.39160092,0.1001508773001722,6750.004883091657
165,943943.4761458043,0.019310761114962917,6750.004394577396
166,982929.6179940227,0.030581587077451067,6750.004150470384
167,1282308.3229871613,0.03537658391295866,6750.004882902802
168,757646.3358537918,0.02706171160182563,6750.003662181709
169,1658680.1063103245,0.04909907244732859,6750.00537122085
170,1917844.2150554524,0.10265604076845264,6750.004883098893
171,1711317.6524476856,0.04525315405886316,6750.005371208468
172,1775039.0078623805,0.07804298150993433,6750.004883026017
173,2036133.6716098117,0.10426377515544873,6750.005371383593
174,1256491.1168655984,0.04754743819303214,6750.004394658785
175,2136661.0017343177,0.08375039213325312,6750.005371321036
176,1905497.509022727,0.08107589601060393,6750.004883034291
177,846899.9299319804,0.039194458023501126,6750.003906358055
178,1356714.1917507215,0.09078559311460604,6750.004394789114
179,1268629.9550669144,0.019793145697241433,6750.004882855549
180,1633025.059722834,0.08811217725506548,6750.004883058351
181,283237.48600826005,0.01172923440493149,6750.003418000781
182,2052169.381500698,0.12332902273943507,6750.005371440973
183,462034.09392232524,0.013787746429224016,6750.003662145036
184,1578903.4878290838,0.07322197452454429,6750.004883014133
185,1828141.2948803983,0.15722387087676437,6750.004394985166
186,1253213.4774502001,0.04927777204251035,6750.00415052467
187,1568952.3044520288,0.07399862959852925,6750.0046388761675
188,648913.9000493297,0.031084626341865693,6750.00341805467
189,1594225.0265969057,0.08366496215616258,6750.004883045414
190,1249002.7079895914,0.04701525693857212,6750.004394657661
191,1084614.6606058292,0.052017645200359904,6750.004394674823
192,1897069.7091631235,0.10641049779890299,6750.0051272510655
193,1995927.9989574126,0.08888881009940104,6750.0051271976845
194,1334000.1435231396,0.03936342100611072,6750.00463877406
195,1082571.1560662338,0.02757690128620846,6750.004394600459
196,1743011.3371368675,0.15168984012010991,6750.004150829249
197,1398417.8683275788,0.11286519243863302,6750.003906575421
198,1123918.5448685053,0.0477238571617598,6750.004394661732
199,2004949.0683645727,0.20614031143534373,6750.004150990822
200,1289457.4885514823,0.0580500484444432,6750.004150550534
201,1799492.1807331562,0.07560571015294286,6750.004883019073
202,730247.0565848416,0.05189598603856515,6750.003418117276
203,1523470.6198047202,0.08518483927800624,6750.004638910557
204,877731.3562355554,0.09688104489614958,6750.003418252155
205,252574.11164265368,0.011656671217563905,6750.003418000879
206,897575.5054892097,0.048055954325394536,6750.003906384431
207,971753.659191308,0.022891039772290095,6750.004394587736
208,1130557.9285568555,0.05401507251337328,6750.004150540091
209,1168657.5605749178,0.024667210058821904,6750.004394590784
210,1566926.7027911833,0.10301632323723277,6750.0043948234725
211,1897791.8087143458,0.0818907916731214,6750.005127177139
212,1080080.4348089362,0.07693101924421959,6750.003906469794
213,837274.849598752,0.03981644646660325,6750.003906360031
214,550391.7793494005,0.02019517908008509,6750.003662163534
215,1285707.8918239386,0.12539219822616599,6750.0036624739805
216,1495469.8396161404,0.0832804617243866,6750.004638905071
217,1860189.470960867,0.08389563221654715,6750.00488304326
218,293191.43054223666,0.011825247484898127,6750.003418000775
219,1405126.5670329134,0.08331859131144481,6750.004394765993
220,902986.0653032996,0.01701603394954191,6750.004394570791
221,1471100.2312650848,0.07329321961537665,6750.0043947355925
222,1363282.8720984368,0.055110819050753795,6750.004638821458
223,814875.7565235477,0.045766066117600514,6750.003662238059
224,1466692.9391669082,0.06226174887665783,6750.004638841694
225,1931875.5610607497,0.09633397029350431,6750.004883079768
226,922516.0335151654,0.06853171469838037,6750.00390644602
227,841558.6968917395,0.02438622361231201,6750.003906312851
228,1484726.865476847,0.08463790423840796,6750.004394769348
229,912201.3571705915,0.03765042609870219,6750.004150492883
230,1412785.7129765374,0.07615858879067675,6750.004394744065
231,1034698.6597768198,0.08373984276575071,6750.003906490622
232,2105674.3531307597,0.11053214953182972,6750.005127261223
233,1565131.9836232977,0.08124310724501023,6750.004638898405
234,988738.352474172,0.06604620879280881,6750.003906438191
235,1014018.3517463314,0.047513567313446164,6750.003906380922
236,1601019.8053171874,0.06674634038184514,6750.004638854156
237,783532.4290189687,0.05602279279458469,6750.00341812868
238,856593.6005122667,0.09548685113833039,6750.0034182478685
239,1192448.4453260414,0.0677999133817532,6750.003906440899
240,850265.6125002606,0.024736681516343006,6750.004150454345
241,1286668.965943904,0.04666476861702736,6750.004394655947
242,1351239.789778298,0.07508300971859894,6750.004394741448
243,1500908.9665655764,0.06259411611903164,6750.004638842889
244,1011503.7507261401,0.06662191336630804,6750.003906438928
245,2056377.3113528856,0.09735085617859864,6750.005371362737
246,1756445.4160695884,0.08595922789204823,6750.004883050722
247,914056.2858192804,0.05373294237170335,6750.003906401209
248,1397748.1319719823,0.07536825262029777,6750.00439474198
249,509718.23189404345,0.02373443434933963,6750.00366217478
250,733347.1335515054,0.045143806266658905,6750.0036622369935
251,1794921.0332629317,0.10939404569645579,6750.004883120959
252,1512642.5008470037,0.07084368950802748,6750.004638867216
253,1480587.9374029804,0.13277211379843004,6750.0036624942895
254,1356786.3592526224,0.05867652401580378,6750.004638832395
255,1431411.3723299906,0.08561487902058285,6750.0043947733975
256,2097931.3127345643,0.10314904597145308,6750.005371379171
257,1058844.1033275237,0.08114029049236275,6750.003418202208
258,1255321.7814424864,0.05762570256688629,6750.004150549237
259,1480765.045355155,0.07136258446167833,6750.004638868717
260,1588322.3830656745,0.07373840539940905,6750.004883015699
261,963211.3906012205,0.03229477313216562,6750.004394616422
262,301403.4208252956,0.012540113783037729,6750.003418002965
263,1293796.3293225865,0.0875629778670139,6750.004150639898
264,2040669.2213122665,0.09676882713226387,6750.005371360925
265,910292.4247461936,0.023384852034902356,6750.004150449504
266,725195.6406905762,0.014800258620807617,6750.004150425872
267,902344.4031502906,0.027439525657698586,6750.00415046224
268,1410650.6023084454,0.06577434803843993,6750.004394712872
269,1795464.6321993608,0.07045237584521269,6750.005371283852
270,1351162.165451305,0.07810186246914111,6750.004394750976
271,1815375.929136454,0.09526940325890128,6750.004883077885
272,712536.5351195807,0.03919479623747441,6750.003906359569
273,870562.9775393867,0.050574469001329815,6750.003662251747
274,772461.3621940096,0.04223874137673813,6750.003662227751
275,1744378.7699241408,0.1129709858492794,6750.004638992009
276,367476.27101897885,0.029109127799326433,6750.00317391213
277,830848.4919124926,0.040648860769918284,6750.003906362599
278,1191596.7246927854,0.07674937527416568,6750.004150608397
279,1463386.4395373731,0.06171274308216423,6750.004638840959
280,1695855.3819501076,0.05217957481696026,6750.005127089453
281,1063705.0098642416,0.05023385726235547,6750.004394669685
282,1716269.637224722,0.07355491263937183,6750.004883013857
283,1358299.069023949,0.08313118182441927,6750.004394766091
284,1387205.9835261593,0.0741894635535884,6750.004394738953
285,1465546.4663981646,0.0780915590043353,6750.004394748902
286,557482.7486067074,0.014642405113242005,6750.003662146533
287,1973124.9654236017,0.11305876249897105,6750.005127269951
288,1396697.7871520682,0.06661498719563104,6750.004394715566
289,1386263.0647749307,0.07630016074730102,6750.004394744556
290,1302157.1055964713,0.05963670863288159,6750.004394695339
291,1074011.9554991603,0.020954837546523525,6750.004394580323
292,1693523.7193183505,0.05406597985441939,6750.005371235497
293,458215.9934272373,0.02521490271638505,6750.0034180392395
294,1692691.0494642619,0.08210914262197617,6750.004883039877
295,406432.3971305021,0.013940842672269785,6750.003662146323
296,821040.789240935,0.03034136420292965,6750.003906331385
297,1000229.9290644894,0.07088534792376656,6750.003906452216
298,495633.50442945136,0.019023924060235207,6750.003662160667
299,1477282.6333338376,0.12923035391474458,6750.003662483422
