episode,stage,avg_reward,agent_0_reward,agent_1_reward,actor_loss,critic_loss,reward_ma,reward_std
479,easy,-23.26855364785905,-23.26855364785905,-23.26855364785905,4.587744951248169,0.6298074722290039,-21.900026198958287,9.550014564518296
480,easy,-21.286067037945067,-21.286067037945067,-21.286067037945067,4.489134788513184,0.5980805456638336,-22.04208144362126,9.485495160004028
481,easy,-23.255084858296552,-23.255084858296552,-23.255084858296552,4.584815979003906,0.3290755897760391,-21.889870237466212,9.40170847592622
482,easy,-19.870618991572364,-19.870618991572364,-19.870618991572364,4.940051317214966,0.5955788344144821,-21.767668147730095,9.387148856301119
483,easy,-13.727611731366443,-13.727611731366443,-13.727611731366443,4.27186918258667,0.9817405939102173,-21.379469458561047,9.308371356527577
484,easy,-13.032393346069064,-13.032393346069064,-13.032393346069064,4.343296527862549,0.7262317538261414,-21.174081925676276,9.37812514072551
485,easy,-31.12163056018673,-31.12163056018673,-31.12163056018673,4.490869760513306,0.6674214005470276,-21.555933893413588,9.386859648748612
486,easy,-19.18036399083173,-19.18036399083173,-19.18036399083173,4.881943702697754,0.34250664710998535,-21.49552746773422,9.392342463253847
487,easy,-37.31971569023039,-37.31971569023039,-37.31971569023039,4.706963062286377,0.5915079116821289,-21.882695585246893,9.63942587769301
488,easy,-31.88330581892061,-31.88330581892061,-31.88330581892061,4.498388290405273,0.6302156746387482,-22.095627774050445,9.741910213246607
489,easy,-15.318266767650465,-15.318266767650465,-15.318266767650465,4.881998300552368,0.43068479001522064,-21.85924787727376,9.760454043131148
490,easy,-55.20108564618121,-55.20108564618121,-55.20108564618121,4.8086700439453125,0.30523571372032166,-22.685768146605195,10.768274443211585
491,easy,-10.642342147109725,-10.642342147109725,-10.642342147109725,4.519671678543091,0.4222007393836975,-22.557305548591238,10.874480742324941
492,easy,-13.28547216061435,-13.28547216061435,-13.28547216061435,4.791717767715454,0.4642644673585892,-22.43989135333925,10.943427985056315
493,easy,-21.630558233103,-21.630558233103,-21.630558233103,5.26563024520874,0.3013759106397629,-22.46312854027509,10.940390069862152
494,easy,-8.848715791687692,-8.848715791687692,-8.848715791687692,4.237933158874512,0.32708415389060974,-22.290718749947533,11.087629913286099
495,easy,-21.471632764688593,-21.471632764688593,-21.471632764688593,4.529346466064453,0.41251787543296814,-22.33804383645489,11.07880292967292
496,easy,-24.51278849667381,-24.51278849667381,-24.51278849667381,4.733780860900879,0.2818281948566437,-22.53572063273303,11.02649814323097
497,easy,-27.566564780802835,-27.566564780802835,-27.566564780802835,4.508779525756836,0.40721821784973145,-22.65500054859618,11.04843385315003
498,easy,-7.434583027394438,-7.434583027394438,-7.434583027394438,4.784435749053955,1.2374265789985657,-22.414382455713927,11.248510017938631
499,easy,-13.369888332310065,-13.369888332310065,-13.369888332310065,4.687525510787964,0.5857346504926682,-22.3477846802763,11.29280455395688
500,easy,-14.96134963378368,-14.96134963378368,-14.96134963378368,4.981122255325317,0.5480006486177444,-22.28616815432745,11.325135153657877
501,easy,-19.824675838075986,-19.824675838075986,-19.824675838075986,4.799885034561157,0.3297302573919296,-22.280117383397283,11.326392925676473
502,easy,-12.394573232583927,-12.394573232583927,-12.394573232583927,4.76945424079895,0.8154915571212769,-22.2547167848863,11.347512805704365
503,easy,-18.959658380635435,-18.959658380635435,-18.959658380635435,5.027813196182251,0.6227852702140808,-22.547826396243394,11.060018263252491
504,easy,-31.558431656811386,-31.558431656811386,-31.558431656811386,4.75726580619812,0.8862752020359039,-22.82087426470645,11.111488123928781
505,easy,-37.64213077916852,-37.64213077916852,-37.64213077916852,4.143596887588501,0.3645050972700119,-23.241077996522097,11.26882232990799
506,easy,-29.120772755277137,-29.120772755277137,-29.120772755277137,5.059664487838745,1.0177158415317535,-23.52638983522499,11.232704505772938
507,easy,-14.291223673499529,-14.291223673499529,-14.291223673499529,4.712709426879883,0.49947942793369293,-23.461796862077527,11.277141695426094
508,easy,-24.662052415424327,-24.662052415424327,-24.662052415424327,4.633676528930664,0.4345921277999878,-23.4599848623882,11.276937326046866
509,easy,-23.590628421299705,-23.590628421299705,-23.590628421299705,4.6254260540008545,0.6409565806388855,-23.578759230814924,11.245746972881918
510,easy,-14.416504874480745,-14.416504874480745,-14.416504874480745,4.55784797668457,0.35230256617069244,-23.289804394670032,11.292683387437025
511,easy,-9.776641237316927,-9.776641237316927,-9.776641237316927,5.014711141586304,0.3894624561071396,-23.19830602329968,11.384741821658457
512,easy,-29.596854405843647,-29.596854405843647,-29.596854405843647,4.543701648712158,0.3052830249071121,-23.427653509845918,11.396046022510138
513,easy,-16.169001050692515,-16.169001050692515,-16.169001050692515,4.714375972747803,0.5447487086057663,-22.78329290835607,10.853928901884823
514,easy,-14.73847009606977,-14.73847009606977,-14.73847009606977,4.9358038902282715,0.4581249952316284,-22.328031738241847,10.700286505085238
515,easy,-19.516418547114057,-19.516418547114057,-19.516418547114057,5.0385754108428955,0.4489845037460327,-22.23940233368892,10.704947269984944
516,easy,-13.48974464637244,-13.48974464637244,-13.48974464637244,4.879578590393066,0.4392652213573456,-22.219999140416544,10.720204082120922
517,easy,-17.28973421120378,-17.28973421120378,-17.28973421120378,4.998728275299072,0.6791404783725739,-22.08055506779565,10.738431619506956
518,easy,-14.071481784062277,-14.071481784062277,-14.071481784062277,4.613133907318115,0.4444858282804489,-21.868366075682093,10.790693134783654
519,easy,-19.21805578343604,-19.21805578343604,-19.21805578343604,4.678762197494507,0.8078922033309937,-21.749952645103008,10.786557822381914
520,easy,-14.453859807556112,-14.453859807556112,-14.453859807556112,4.8699705600738525,0.46261368691921234,-21.629687324542882,10.83456844099552
521,easy,-17.239764144805445,-17.239764144805445,-17.239764144805445,5.296577215194702,0.4746747612953186,-21.39376616307137,10.798378037280386
522,easy,-21.06818073883207,-21.06818073883207,-21.06818073883207,4.874407052993774,0.5273557156324387,-21.49422722945421,10.770933004641487
523,easy,-11.895852592125365,-11.895852592125365,-11.895852592125365,4.498176574707031,0.6796426475048065,-21.358587241942427,10.849540390421753
524,easy,-24.93388307315894,-24.93388307315894,-24.93388307315894,4.6555681228637695,0.3721935749053955,-21.272662073743522,10.802839786199948
525,easy,-6.063324777096088,-6.063324777096088,-6.063324777096088,4.86867880821228,0.3123275935649872,-20.22187995360433,9.584182526866634
526,easy,-17.369391292392272,-17.369391292392272,-17.369391292392272,4.820373296737671,0.3906223475933075,-19.712211476325663,9.016946116677817
527,easy,-13.704706811939673,-13.704706811939673,-13.704706811939673,4.443275451660156,0.3426942825317383,-19.688401568844572,9.03148544123557
528,easy,-12.602042594452532,-12.602042594452532,-12.602042594452532,4.877602577209473,0.5896207690238953,-19.756933061540092,8.962824145683458
529,easy,-19.959246185769906,-19.959246185769906,-19.959246185769906,5.40180230140686,0.8838208317756653,-19.69074691229831,8.94857078748889
530,easy,-20.906046574683828,-20.906046574683828,-20.906046574683828,4.681760549545288,0.3003295660018921,-19.683146503033083,8.947349460960922
531,easy,-16.843543625077864,-16.843543625077864,-16.843543625077864,4.844248533248901,0.2729048356413841,-19.554915678368708,8.941054702112588
532,easy,-19.64048765683636,-19.64048765683636,-19.64048765683636,4.792063474655151,0.43650534749031067,-19.55031305167399,8.940948101686155
533,easy,-23.29390271002995,-23.29390271002995,-23.29390271002995,4.6704888343811035,0.5557661056518555,-19.741638871247257,8.916125530490875
534,easy,-17.935333570392704,-17.935333570392704,-17.935333570392704,4.674922704696655,0.5391123294830322,-19.83969767573373,8.867661284488038
535,easy,-18.49565241916787,-18.49565241916787,-18.49565241916787,4.7071006298065186,0.9041658937931061,-19.587178112913353,8.718349822475698
536,easy,-25.62232319401323,-25.62232319401323,-25.62232319401323,4.286056399345398,0.46877336502075195,-19.716017296976986,8.759716540212244
537,easy,-22.34677767138843,-22.34677767138843,-22.34677767138843,4.851500511169434,0.8436788022518158,-19.416558536600146,8.393931219961955
538,easy,-13.042815999904846,-13.042815999904846,-13.042815999904846,4.907060623168945,0.32535961270332336,-19.039748740219828,8.244418656176906
539,easy,-17.149749057480047,-17.149749057480047,-17.149749057480047,4.868741035461426,0.7825439274311066,-19.07637838601642,8.23160546013961
540,easy,-32.44152153543811,-32.44152153543811,-32.44152153543811,4.908666372299194,0.4601180702447891,-18.62118710380156,6.675388417530812
541,easy,-12.287054994728924,-12.287054994728924,-12.287054994728924,4.540721416473389,0.35122042894363403,-18.654081360753946,6.639223087148807
542,easy,-24.585318340890883,-24.585318340890883,-24.585318340890883,4.663985967636108,1.0895997881889343,-18.880078284359474,6.645066842529124
543,easy,-11.938907464891786,-11.938907464891786,-11.938907464891786,4.773824214935303,0.19547611474990845,-18.68624526899525,6.704285720749215
544,easy,-8.48327925420798,-8.48327925420798,-8.48327925420798,4.893548965454102,0.36071012169122696,-18.678936538245654,6.7154189965338835
545,easy,-14.428465256343245,-14.428465256343245,-14.428465256343245,4.745831489562988,0.8279300630092621,-18.538073188078748,6.7294979531718715
546,easy,-24.993373465208446,-24.993373465208446,-24.993373465208446,4.0563483238220215,0.40606606006622314,-18.547684887449442,6.738542887059679
547,easy,-25.744239693784248,-25.744239693784248,-25.744239693784248,4.339131832122803,0.6545712649822235,-18.51123838570907,6.69354523215719
548,easy,-27.41956683237585,-27.41956683237585,-27.41956683237585,4.768197536468506,0.5720265209674835,-18.910938061808697,6.614843961639182
549,easy,-20.6850117866614,-20.6850117866614,-20.6850117866614,4.662841320037842,0.4209378510713577,-19.057240530895726,6.570536827784381
550,easy,-19.86253089002703,-19.86253089002703,-19.86253089002703,4.637244462966919,0.5275837182998657,-19.155264156020593,6.544693277647297
551,easy,-13.489318618945187,-13.489318618945187,-13.489318618945187,4.813175678253174,0.4853110760450363,-19.028557011637975,6.592620467246564
552,easy,-25.317629683834074,-25.317629683834074,-25.317629683834074,4.415207147598267,0.31914614140987396,-19.28701814066298,6.580540535405026
553,easy,-21.619298291378858,-21.619298291378858,-21.619298291378858,5.093367338180542,0.38216885924339294,-19.340210938877846,6.588584849706264
554,easy,-27.536275455047956,-27.536275455047956,-27.536275455047956,4.739013433456421,0.47574907541275024,-19.25976781484258,6.4596551165251395
555,easy,-19.671239524252854,-19.671239524252854,-19.671239524252854,4.790823698043823,0.5342430174350739,-18.900349989744267,5.890894130469366
556,easy,-11.934229379854216,-11.934229379854216,-11.934229379854216,4.5919694900512695,0.48504771292209625,-18.556619122235805,5.782788146371513
557,easy,-12.91520094365939,-12.91520094365939,-12.91520094365939,4.224940061569214,0.6797717809677124,-18.529098667639005,5.806726273065838
558,easy,-22.125232320361103,-22.125232320361103,-22.125232320361103,5.108929395675659,0.5812749713659286,-18.47836226573774,5.762963695022484
559,easy,-16.97693705586821,-16.97693705586821,-16.97693705586821,4.670349359512329,0.6914989650249481,-18.34608843842911,5.718962320431409
560,easy,-10.602448947986652,-10.602448947986652,-10.602448947986652,4.637291193008423,0.5659641921520233,-18.26980731989923,5.797345198579022
561,easy,-12.676630374289784,-12.676630374289784,-12.676630374289784,5.00585675239563,0.4379943609237671,-18.327807102638687,5.724692159483166
562,easy,-18.951282339016988,-18.951282339016988,-18.951282339016988,4.755630254745483,0.2968912869691849,-18.11489566130215,5.49018353263249
563,easy,-19.72151039855264,-19.72151039855264,-19.72151039855264,4.915362119674683,0.30814917385578156,-18.18594584825935,5.4874735729966195
564,easy,-13.567169034062621,-13.567169034062621,-13.567169034062621,4.8703625202178955,0.35401012003421783,-18.16251982701921,5.504963466813004
565,easy,-18.970149704314164,-18.970149704314164,-18.970149704314164,4.895896911621094,0.7569920271635056,-18.151594450163213,5.502763261062758
566,easy,-21.173553547077145,-21.173553547077145,-21.173553547077145,4.676520586013794,0.3866046816110611,-18.305270628177308,5.477147974257364
567,easy,-13.917386409713831,-13.917386409713831,-13.917386409713831,5.010534286499023,0.5254818052053452,-18.23782367214751,5.510570743006391
568,easy,-17.989676595045616,-17.989676595045616,-17.989676595045616,4.732754230499268,0.38989846408367157,-18.316187568367173,5.477876158158876
569,easy,-26.445749634943944,-26.445749634943944,-26.445749634943944,4.9013330936431885,0.6020663678646088,-18.460741445397336,5.596246655719435
570,easy,-15.84946724440933,-15.84946724440933,-15.84946724440933,4.600296974182129,0.6372077167034149,-18.488653594134398,5.579308627056885
571,easy,-14.0979334221422,-14.0979334221422,-14.0979334221422,4.751375198364258,0.496080681681633,-18.425816979681134,5.611262053479108
572,easy,-17.435993261616456,-17.435993261616456,-17.435993261616456,4.650916814804077,0.28141122311353683,-18.35317323013682,5.599855389619159
573,easy,-16.258410649393156,-16.258410649393156,-16.258410649393156,4.458888053894043,0.6833917200565338,-18.44042439128218,5.5307508458768835
574,easy,-18.69873217947667,-18.69873217947667,-18.69873217947667,5.144700527191162,0.2583806961774826,-18.31572137340853,5.4510721959099175
575,easy,-17.257789684662704,-17.257789684662704,-17.257789684662704,4.756156921386719,0.3382994085550308,-18.539610671559863,5.15966873715088
576,easy,-12.55209327767136,-12.55209327767136,-12.55209327767136,4.90076756477356,0.46788719296455383,-18.443264711265446,5.226509578479502
577,easy,-42.87367233221022,-42.87367233221022,-42.87367233221022,4.619330406188965,0.6207461357116699,-19.026644021670855,6.22024021928145
578,easy,-17.487966493539034,-17.487966493539034,-17.487966493539034,4.826038360595703,0.42024432122707367,-19.124362499652584,6.15529075704227
579,easy,-15.469920955139981,-15.469920955139981,-15.469920955139981,4.15265417098999,0.40101855993270874,-19.034575995039987,6.175573083041185
580,easy,-14.157162121240633,-14.157162121240633,-14.157162121240633,5.33531928062439,0.2814851254224777,-18.899598305971125,6.207505755352024
581,easy,-15.906257971119631,-15.906257971119631,-15.906257971119631,4.6606340408325195,0.6440558731555939,-18.880852592891962,6.215251834350031
582,easy,-27.732727994665236,-27.732727994665236,-27.732727994665236,4.644129514694214,0.42098352313041687,-19.042697399648535,6.339554124667137
583,easy,-21.4681533603477,-21.4681533603477,-21.4681533603477,5.104119539260864,0.3018675744533539,-19.006182412654894,6.319795271309678
584,easy,-12.502611555429553,-12.502611555429553,-12.502611555429553,4.484615325927734,0.5735196471214294,-18.89752797235563,6.384947586722178
585,easy,-22.946376660523303,-22.946376660523303,-22.946376660523303,4.369913101196289,0.4009675532579422,-18.986542457182736,6.410205067540629
586,easy,-12.557794336011542,-12.557794336011542,-12.557794336011542,4.730573415756226,0.75380539894104,-18.7252518800227,6.400458050446578
587,easy,-17.696554464323025,-17.696554464323025,-17.696554464323025,4.553574800491333,1.3606701493263245,-18.632247415881395,6.380514945181955
588,easy,-16.087036506943463,-16.087036506943463,-16.087036506943463,4.48806619644165,0.43591466546058655,-18.693131826022167,6.3404895625797995
589,easy,-14.563382389274846,-14.563382389274846,-14.563382389274846,4.985461235046387,0.4368907958269119,-18.641404492658065,6.363844943779968
590,easy,-22.944673407728587,-22.944673407728587,-22.944673407728587,4.474675416946411,0.4887571334838867,-18.451467530103873,6.078900765677864
591,easy,-14.516316143994304,-14.516316143994304,-14.516316143994304,4.345836162567139,0.3696775287389755,-18.49605275308918,6.04082156503477
592,easy,-22.260752175099817,-22.260752175099817,-22.260752175099817,4.508846998214722,0.32624441385269165,-18.44956142977336,6.00182024775373
593,easy,-13.797261053284586,-13.797261053284586,-13.797261053284586,5.156657695770264,0.8167300820350647,-18.486728501541215,5.9663284478138445
594,easy,-15.917385000957285,-15.917385000957285,-15.917385000957285,4.789108514785767,0.8747633695602417,-18.6354106164762,5.802328689497617
595,easy,-9.013477074622928,-9.013477074622928,-9.013477074622928,4.707998991012573,0.3535274714231491,-18.527110852841794,5.931549452917559
596,easy,-17.296815898181404,-17.296815898181404,-17.296815898181404,4.498989582061768,0.674354612827301,-18.373179701501254,5.859750291126753
597,easy,-23.882554317275275,-23.882554317275275,-23.882554317275275,5.171850919723511,0.6584018170833588,-18.335945993971073,5.81772163490689
598,easy,-10.37685013916493,-10.37685013916493,-10.37685013916493,4.25907289981842,0.9179005920886993,-17.99509166010686,5.773751868809203
599,easy,-13.037793673378376,-13.037793673378376,-13.037793673378376,4.788160085678101,0.5891551077365875,-17.842147297841198,5.802258278922389
600,easy,-19.513210975684665,-19.513210975684665,-19.513210975684665,4.918734788894653,0.9139167964458466,-17.83516089955435,5.7999857830554635
601,easy,-17.464697410145803,-17.464697410145803,-17.464697410145803,5.31326699256897,0.9517999291419983,-17.914668475378363,5.76634632037217
602,easy,-28.33455260896874,-28.33455260896874,-28.33455260896874,5.0331501960754395,1.0046330094337463,-17.975006933881055,5.8604082511928945
603,easy,-18.924183746590803,-18.924183746590803,-18.924183746590803,4.845434188842773,0.47440585494041443,-17.921104642985295,5.838558780330073
604,easy,-24.367680214124068,-24.367680214124068,-24.367680214124068,4.471149206161499,0.6898050606250763,-17.857732738166813,5.74856803796823
605,easy,-19.076345864324537,-19.076345864324537,-19.076345864324537,4.999300718307495,0.47281014919281006,-17.84583486496825,5.745352732442564
606,easy,-10.843811110124857,-10.843811110124857,-10.843811110124857,4.559268236160278,0.6778231859207153,-17.824026499573662,5.770265618334942
607,easy,-12.251032110989584,-12.251032110989584,-12.251032110989584,5.011892080307007,0.35691194236278534,-17.810743122920265,5.782547944360925
608,easy,-25.376333619734808,-25.376333619734808,-25.376333619734808,4.794957399368286,0.45106174051761627,-17.87576514890774,5.849938295593445
609,easy,-25.67511288488786,-25.67511288488786,-25.67511288488786,4.696627140045166,0.7758872210979462,-18.049728665488132,5.951120444943731
610,easy,-15.943037663588235,-15.943037663588235,-15.943037663588235,5.006789207458496,0.5132044553756714,-18.156540439800164,5.861986894113789
611,easy,-18.10014633158143,-18.10014633158143,-18.10014633158143,4.874077796936035,0.29067163169384,-18.265010758945998,5.808451095749404
612,easy,-28.571098545581933,-28.571098545581933,-28.571098545581933,4.746217966079712,0.6257520020008087,-18.457407083077296,5.988186945743007
613,easy,-14.416851260864531,-14.416851260864531,-14.416851260864531,5.411244869232178,0.705650269985199,-18.351313900323536,6.012276739373994
614,easy,-28.299564163723247,-28.299564163723247,-28.299564163723247,4.365495920181274,0.46888770163059235,-18.645961802916748,6.132823832438897
615,easy,-22.780742140053913,-22.780742140053913,-22.780742140053913,4.667463779449463,0.48329198360443115,-18.722173651631543,6.160548905728127
616,easy,-19.51830085227378,-19.51830085227378,-19.51830085227378,4.479618072509766,0.3705495297908783,-18.689068597735474,6.1515478989017875
617,easy,-15.045863491601764,-15.045863491601764,-15.045863491601764,5.2399256229400635,0.9965402483940125,-18.711638139373232,6.135733509703887
618,easy,-18.16591447650799,-18.16591447650799,-18.16591447650799,4.710108518600464,0.41110293567180634,-18.715162897002482,6.135360914573881
619,easy,-14.860155652518921,-14.860155652518921,-14.860155652518921,4.690453290939331,0.31125499308109283,-18.48345101735398,6.055701671263163
620,easy,-15.176402459183674,-15.176402459183674,-15.176402459183674,4.829380750656128,0.5933037400245667,-18.46998972164947,6.062420633878127
621,easy,-13.190810369392622,-13.190810369392622,-13.190810369392622,5.42841100692749,0.6366466879844666,-18.451847260594477,6.077111045091143
622,easy,-12.482038981198217,-12.482038981198217,-12.482038981198217,4.70737624168396,0.9187870621681213,-18.35276817498611,6.134127472091189
623,easy,-18.766712218696085,-18.766712218696085,-18.766712218696085,4.473632574081421,0.40475308895111084,-18.40293420637217,6.126902298579155
624,easy,-16.752139249646945,-16.752139249646945,-16.752139249646945,4.492337703704834,0.3668515980243683,-18.364002347775575,6.131167449019602
625,easy,-27.848823975223613,-27.848823975223613,-27.848823975223613,4.677320957183838,0.6505701541900635,-18.575823033586794,6.273468973008242
626,easy,-16.72667394920301,-16.72667394920301,-16.72667394920301,4.66794490814209,0.5479064881801605,-18.65931464701743,6.2192094196995
627,easy,-25.375271362703966,-25.375271362703966,-25.375271362703966,4.759735345840454,0.9772417545318604,-18.309346627627303,5.2448124035411166
628,easy,-15.38327798975119,-15.38327798975119,-15.38327798975119,4.882894992828369,0.4995788037776947,-18.267252857551547,5.2599631766064325
629,easy,-23.236103347364114,-23.236103347364114,-23.236103347364114,4.967023134231567,0.6208538115024567,-18.422576505396027,5.290252021276533
630,easy,-18.659435313158525,-18.659435313158525,-18.659435313158525,5.071442365646362,0.7377838492393494,-18.512621969234385,5.25436356838686
631,easy,-12.988718804019907,-12.988718804019907,-12.988718804019907,4.569725036621094,0.6644789278507233,-18.454271185892388,5.299901079405951
632,easy,-26.527851925537956,-26.527851925537956,-26.527851925537956,5.224368095397949,0.5654395520687103,-18.430173664509844,5.259437643181868
633,easy,-25.502692810036304,-25.502692810036304,-25.502692810036304,4.3257598876953125,0.4183259904384613,-18.510864453503615,5.337369580805904
634,easy,-15.039882922096194,-15.039882922096194,-15.039882922096194,4.66658091545105,0.5431174039840698,-18.561609880836947,5.290939585258456
635,easy,-14.270269180877442,-14.270269180877442,-14.270269180877442,4.638336181640625,0.9106569290161133,-18.38808773124403,5.28647093333117
636,easy,-27.095980587457184,-27.095980587457184,-27.095980587457184,4.38308310508728,0.7461073398590088,-18.678851456272945,5.3585709929732355
637,easy,-39.623740720043536,-39.623740720043536,-39.623740720043536,4.93839168548584,0.8122782111167908,-19.117395181387355,6.1197360890798524
638,easy,-41.30889186174752,-41.30889186174752,-41.30889186174752,4.907831430435181,0.43194104731082916,-19.621832288483436,6.859618499041489
639,easy,-18.98801128974901,-18.98801128974901,-18.98801128974901,4.945911645889282,0.5344549119472504,-19.71032486649292,6.821464021635205
640,easy,-23.121680332264713,-23.121680332264713,-23.121680332264713,4.656076431274414,0.5756324827671051,-19.713865004983642,6.823222512835126
641,easy,-11.926135220321083,-11.926135220321083,-11.926135220321083,4.727811574935913,0.3307432532310486,-19.662061386510178,6.873139002765598
642,easy,-21.003185516971087,-21.003185516971087,-21.003185516971087,4.917256832122803,0.5373700708150864,-19.636910053347602,6.865732326318604
643,easy,-25.17891021438818,-25.17891021438818,-25.17891021438818,5.103924512863159,0.4742560535669327,-19.864543036569675,6.856841012768265
644,easy,-14.653601838442388,-14.653601838442388,-14.653601838442388,4.420387029647827,0.7423569560050964,-19.839267373319377,6.873995768881249
645,easy,-20.935926130288276,-20.935926130288276,-20.935926130288276,4.953011989593506,0.40954209864139557,-20.077716354432685,6.695263483723304
646,easy,-13.39200083812359,-13.39200083812359,-13.39200083812359,4.221906423568726,0.771966278553009,-19.999620053231528,6.750905511011746
647,easy,-28.945326526785177,-28.945326526785177,-28.945326526785177,4.64285683631897,0.560939371585846,-20.100875497421725,6.847608532754883
648,easy,-23.22064919038193,-23.22064919038193,-23.22064919038193,4.561887502670288,0.6272599697113037,-20.357751478446065,6.715006714359738
649,easy,-20.528123667934146,-20.528123667934146,-20.528123667934146,4.29435658454895,0.6118555068969727,-20.50755807833718,6.631402700551731
650,easy,-22.8777308087441,-22.8777308087441,-22.8777308087441,4.775075435638428,0.45780426263809204,-20.574848474998372,6.6381737404392815
651,easy,-14.829683079271366,-14.829683079271366,-14.829683079271366,4.595180034637451,0.7855206727981567,-20.52214818838088,6.673733464756917
652,easy,-23.554871531849635,-23.554871531849635,-23.554871531849635,4.664957523345947,0.6354278326034546,-20.4265545668385,6.593292882358528
653,easy,-20.504306829350266,-20.504306829350266,-20.504306829350266,4.851714611053467,0.3535457253456116,-20.458157028493687,6.589730774205567
654,easy,-17.097098749160967,-17.097098749160967,-17.097098749160967,4.375818490982056,0.45897866785526276,-20.312745399194426,6.581914221702139
655,easy,-6.6343568514603914,-6.6343568514603914,-6.6343568514603914,4.549708366394043,0.8240910172462463,-20.06390561893714,6.858975519847399
656,easy,-18.2504965709803,-18.2504965709803,-18.2504965709803,4.432821035385132,0.4722885191440582,-20.21203932815425,6.7346391260452085
657,easy,-19.604657719609918,-19.604657719609918,-19.604657719609918,4.814093589782715,0.5544269680976868,-20.35911184032666,6.636821534654303
658,easy,-9.492562378609652,-9.492562378609652,-9.492562378609652,4.254897117614746,0.9612167179584503,-20.041436415504155,6.770563692661727
659,easy,-11.205093853674382,-11.205093853674382,-11.205093853674382,4.431335210800171,0.455822616815567,-19.752036034879886,6.833801215202289
660,easy,-14.689422957789901,-14.689422957789901,-14.689422957789901,4.835872411727905,0.48146864771842957,-19.726963740763917,6.850340770572347
661,easy,-20.01589114375476,-20.01589114375476,-20.01589114375476,4.273184537887573,0.37137700617313385,-19.765278637007388,6.846412448856483
662,easy,-17.225295179291486,-17.225295179291486,-17.225295179291486,4.214540958404541,0.9837192296981812,-19.538362569681578,6.735724608681205
663,easy,-18.869750466749466,-18.869750466749466,-18.869750466749466,4.851103067398071,0.6788618266582489,-19.627420553799276,6.695947467710777
664,easy,-10.72131328935368,-10.72131328935368,-10.72131328935368,4.467256307601929,0.4350069761276245,-19.275855536311884,6.692796440897765
665,easy,-19.185563703853962,-19.185563703853962,-19.185563703853962,4.672353267669678,0.4945603311061859,-19.203951967587884,6.673658394741608
666,easy,-21.0204986856682,-21.0204986856682,-21.0204986856682,4.231627702713013,0.6626295000314713,-19.233995924255773,6.678482042039872
667,easy,-44.78868341442261,-44.78868341442261,-44.78868341442261,4.60348653793335,0.8439130783081055,-19.82885232271219,7.563760118815242
668,easy,-30.790577150219665,-30.790577150219665,-30.790577150219665,4.773035526275635,0.541437029838562,-20.081345576186425,7.716295103876315
669,easy,-14.255794956153965,-14.255794956153965,-14.255794956153965,4.339705944061279,0.4826934486627579,-20.069258362259124,7.725109083366544
670,easy,-22.636410122165,-22.636410122165,-22.636410122165,4.6790571212768555,0.42697589099407196,-20.21845851551875,7.700682983398283
671,easy,-21.85600171755506,-21.85600171755506,-21.85600171755506,4.740267992019653,0.40937748551368713,-20.391762342482,7.6365359715311545
672,easy,-23.51288538305056,-23.51288538305056,-23.51288538305056,4.708141326904297,0.42870208621025085,-20.612379270519046,7.56234157468126
673,easy,-8.782817914944037,-8.782817914944037,-8.782817914944037,4.7315993309021,1.1122237145900726,-20.412701384444006,7.741750008623713
674,easy,-13.860276044791156,-13.860276044791156,-13.860276044791156,4.577659368515015,0.39005061984062195,-20.35486412034689,7.780361556886961
675,easy,-13.471849262932047,-13.471849262932047,-13.471849262932047,4.7328712940216064,0.725523829460144,-20.06732462610106,7.763401556993954
676,easy,-10.697096031354915,-10.697096031354915,-10.697096031354915,4.688706159591675,0.7461054921150208,-19.9467330677441,7.862548664781828
677,easy,-19.480058582500103,-19.480058582500103,-19.480058582500103,5.094755411148071,0.5747229158878326,-19.82882881214002,7.823587556136182
678,easy,-11.086288995294858,-11.086288995294858,-11.086288995294858,4.920336961746216,0.47621749341487885,-19.742889032250893,7.896676371668133
679,easy,-7.570570618912176,-7.570570618912176,-7.570570618912176,4.397619247436523,0.5427216738462448,-19.429578377681857,8.064247120261054
680,easy,-21.19605444292059,-21.19605444292059,-21.19605444292059,4.206837892532349,0.5780722498893738,-19.4803107602771,8.06728165003975
681,easy,-20.437928432798543,-20.437928432798543,-20.437928432798543,4.3021862506866455,0.7589724659919739,-19.629294952852668,8.01355621690157
682,easy,-20.640060252730166,-20.640060252730166,-20.640060252730166,4.323782444000244,0.6759330034255981,-19.511539119396513,7.953147644365889
683,easy,-14.923770800173287,-14.923770800173287,-14.923770800173287,4.821578025817871,0.8434114158153534,-19.299960679199252,7.931197427402335
684,easy,-24.205369041440193,-24.205369041440193,-24.205369041440193,4.353852272033691,0.4464055150747299,-19.483270401586132,7.936643747776588
685,easy,-7.946052834947881,-7.946052834947881,-7.946052834947881,4.6093244552612305,0.37528325617313385,-19.35678607466754,8.070679457249737
686,easy,-14.697365738295286,-14.697365738295286,-14.697365738295286,5.460334777832031,0.6430842131376266,-19.1088137776843,8.018343804947454
687,easy,-13.415296303538769,-13.415296303538769,-13.415296303538769,4.64081597328186,0.8774214684963226,-18.58464488935421,7.4890590863538025
688,easy,-31.973045406186994,-31.973045406186994,-31.973045406186994,4.939159154891968,1.0537258684635162,-18.397927960242995,7.012130889993993
