scenario_id,agent_id,complexity,offload_choice,layer,battery_consumption,latency_ms,overload_prob,success,cpu_usage,bw_0,bw_1,bw_2
41,3,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
41,4,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
42,0,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
42,1,hard,0,Local,0.0725,15.0,0.44999999999999996,1.0,0.9,0.33,0.33,0.34
42,2,hard,4,Reject,0.0105,0.0,0.0,0.0,0.1,0.33,0.33,0.34
42,3,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
42,4,hard,4,Reject,0.0105,0.0,0.0,0.0,0.1,0.33,0.33,0.34
43,0,medium,2,Fog,0.057999999999999996,65.0,0.15,1.0,0.9,0.7,0.2,0.1
43,1,medium,1,Edge,0.0435,39.0,0.15,1.0,0.9,0.7,0.2,0.1
43,2,medium,1,Edge,0.0435,39.0,0.15,1.0,0.9,0.7,0.2,0.1
43,3,medium,2,Fog,0.057999999999999996,65.0,0.15,1.0,0.9,0.7,0.2,0.1
43,4,medium,4,Reject,0.0105,0.0,0.0,0.0,0.1,0.33,0.33,0.34
44,0,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
44,1,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
44,2,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
44,3,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
44,4,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
45,0,medium,2,Fog,0.057999999999999996,65.0,0.15,1.0,0.9,0.7,0.2,0.1
45,1,medium,2,Fog,0.057999999999999996,65.0,0.15,1.0,0.9,0.7,0.2,0.1
45,2,medium,1,Edge,0.0435,39.0,0.15,1.0,0.9,0.7,0.2,0.1
45,3,medium,1,Edge,0.0435,39.0,0.15,1.0,0.9,0.7,0.2,0.1
45,4,medium,4,Reject,0.0105,0.0,0.0,0.0,0.1,0.33,0.33,0.34
46,0,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
46,1,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
46,2,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
46,3,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
46,4,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
47,0,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
47,1,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
47,2,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
47,3,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
47,4,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
48,0,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
48,1,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
48,2,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
48,3,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
48,4,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
49,0,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
49,1,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
49,2,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
49,3,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
49,4,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
50,0,medium,2,Fog,0.057999999999999996,65.0,0.15,1.0,0.9,0.7,0.2,0.1
50,1,medium,2,Fog,0.057999999999999996,65.0,0.15,1.0,0.9,0.7,0.2,0.1
50,2,medium,1,Edge,0.0435,39.0,0.15,1.0,0.9,0.7,0.2,0.1
50,3,medium,2,Fog,0.057999999999999996,65.0,0.15,1.0,0.9,0.7,0.2,0.1
50,4,medium,1,Edge,0.0435,39.0,0.15,1.0,0.9,0.7,0.2,0.1
51,0,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
51,1,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
51,2,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
51,3,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
51,4,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
52,0,easy,0,Local,0.0725,7.0,0.07500000000000001,1.0,0.9,0.33,0.33,0.34
52,1,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
52,2,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
52,3,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
52,4,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
53,0,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
53,1,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
53,2,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
53,3,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
53,4,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
54,0,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
54,1,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
54,2,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
54,3,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
54,4,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
55,0,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
55,1,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
55,2,easy,1,Edge,0.0435,27.3,0.05,1.0,0.9,0.7,0.2,0.1
55,3,easy,2,Fog,0.057999999999999996,45.5,0.05,1.0,0.9,0.7,0.2,0.1
55,4,easy,4,Reject,0.0105,0.0,0.0,0.0,0.1,0.33,0.33,0.34
56,0,hard,2,Fog,0.057999999999999996,97.5,0.3,1.0,0.9,0.7,0.2,0.1
56,1,hard,1,Edge,0.0435,58.5,0.3,1.0,0.9,0.7,0.2,0.1
